,Name,Actual_price,Selling_price,Overall_rating,No_of_ratings_and_reviews,Reviews,Discount,One_star,Two_star,Three_star,Four_star,Five_star,Postive,Negative,Neutral
313,"HP Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce 1650Ti/144 Hz) 15-EC1512AX Gaming Laptop  (15.6 inch, Shadow Black, 2.19 kg, With MS Office)","₹93,565","₹76,990",4.5,"1,304 Ratings & 136 Reviews",",Terrific,Super!,Excellent,Perfect product!,Super!,Perfect product!,Mind-blowing purchase,Really Nice,Best in the market!,Pretty good",17% off,861,317,49,18.0,59,9,0,2
314,"MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-861IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","₹66,990","₹45,990",4.0,67 Ratings & 9 Reviews,",Wonderful,Value-for-money,Super!,Mind-blowing purchase,Pretty good,Delightful,Worthless,Highly recommended,Simply awesome",31% off,30,22,7,0.0,8,6,1,3
315,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,30,22,7,0.0,8,0,0,0
316,"ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) X415EA-EK302WS Thin and Light Laptop  (14 Inch, Transparent Silver, 1.60 kg, With MS Office)","₹49,990","₹32,580",4.2,78 Ratings & 11 Reviews,",Delightful,Just okay,Terrific purchase,Absolute rubbish!,Don't waste your money,Very Good,Good,Simply awesome,Simply awesome,Decent product",34% off,38,25,10,1.0,4,8,0,3
317,"HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Laptop  (13.3 Inch, Pale Rose Gold, 0.97 Kg, With MS Office)","₹1,03,808","₹79,400",3.9,"(9,041)",,23% off,38,25,10,1.0,4,0,0,0
318,"ASUS Vivobook Gaming Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571LH-BQ429T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","₹81,990","₹53,990",4.5,114 Ratings & 15 Reviews,",Delightful,Perfect product!,Brilliant,Really Nice,Best in the market!,Really Nice,Fair,Really Nice,Awesome,Worth the money",34% off,67,37,8,2.0,0,10,0,1
319,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
320,"HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5001TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)","₹69,083","₹58,990",3.9,(3),,14% off,13,13,4,1.0,1,0,0,0
321,"HP 15s Ryzen 5 Hexa Core 4500U - (8 GB/256 GB SSD/Windows 10 Home) 15s-ey1004AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 KG, With MS Office)","₹49,120","₹45,990",4.4,446 Ratings & 56 Reviews,",Must buy!,Simply awesome,Super!,Value-for-money,Best in the market!,Mind-blowing purchase,Fair,Good,Mind-blowing purchase,Wonderful",6% off,278,120,25,4.0,19,6,0,5
322,"acer Travelmate Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Thin and Light Laptop  (14 inch, Black, 1.68 kg)","₹85,000","₹62,490",3.7,10 Ratings & 0 Reviews,,26% off,3,4,1,1.0,1,0,0,0
323,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
324,"acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) PH315-55 Gaming Laptop  (15.6 Inch, Abyssal Black, 2.6 KG)","₹1,94,999","₹1,74,990",4.6,(19),,10% off,6,4,0,0.0,0,0,0,0
325,"Infinix X1 Slim Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 Inch, Cosmic Blue, 1.24 kg)","₹69,999","₹49,990",3.7,25 Ratings & 9 Reviews,",Just wow!,Wonderful,Nice product,Perfect product!,Brilliant,Delightful,Brilliant,Terrific,Awesome",28% off,12,5,2,0.0,6,9,0,1
326,"Lenovo Yoga 6 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop  (13.3 inch, Abyss Blue, 2.12 kg, With MS Office)","₹1,25,890","₹80,990",4.7,6 Ratings & 0 Reviews,,35% off,4,2,0,0.0,0,0,0,0
327,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop  (14 Inch, Platinum Silver, 1.50 Kgs, With MS Office)","₹93,730","₹72,890",4.3,24 Ratings & 2 Reviews,",Hated it!,Excellent",22% off,17,1,4,0.0,2,1,1,1
328,"ASUS ROG Strix G15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/144 Hz) G512LI-HN059T Gaming Laptop  (15.6 inch, Black Plastic, 2.3 kg)","₹1,07,990","₹82,990",4.5,847 Ratings & 118 Reviews,",Highly recommended,Nice product,Excellent,Terrific purchase,Just wow!,Great laptop in every aspect except the weight and size,Must buy!,Perfect product!,Worth every penny,Terrific purchase",23% off,602,158,34,10.0,43,9,0,2
329,"ASUS Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) M7600QC-L2044WS Gaming Laptop  (16 Inch, Black, 1.95 kg, With MS Office)","₹1,62,990","₹1,30,500",0.0,0,,19% off,602,158,34,10.0,43,0,0,0
330,"HP Pavilion Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) 15-ec2004AX Gaming Laptop  (15.6 inch, Shadow Black, 1.98 kg)","₹74,841","₹59,990",4.5,"6,702 Ratings & 730 Reviews",",Wonderful,Simply awesome,Best in the market!,Best in the market!,Good in performance, but need improvement in design.,Mind-blowing purchase,Worth every penny,Awesome,Must buy!,Terrific purchase",19% off,"4,430","1,626",267,83.0,296,9,0,3
331,"ASUS Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502T Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg)","₹55,990","₹44,990",4.0,408 Ratings & 54 Reviews,",Pretty good,Delightful,Mind-blowing purchase,Don't waste your money,Could be way better,Mind-blowing purchase,Waste of money!,Just okay,Good choice,Absolute rubbish!",19% off,204,100,41,19.0,44,6,1,4
332,"APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEJ3HN/A  (13.3 Inch, Space Grey, 1.38 Kg)",0,"₹1,49,900",3.9,"(1,758)",,0% off,204,100,41,19.0,44,0,0,0
333,"DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) vostro 3400/vostro 3401 Thin and Light Laptop  (14 inch, Accent Black, 1.58 kg, With MS Office)","₹56,334","₹41,690",3.9,"2,144 Ratings & 222 Reviews",",Terrific,Simply awesome,Just wow!,Really Nice,Fair,Excellent,Very Good,Terrible product,Wonderful,Good choice",25% off,"1,047",535,217,96.0,249,9,1,1
334,"ASUS ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4115T Thin and Light Laptop  (13.3 inch, Icicle Silver, 1.19 kg)","₹1,02,990","₹82,990",4.3,40 Ratings & 4 Reviews,",Horrible,Fabulous!,Terrific,Could be way better",19% off,27,7,2,1.0,3,3,1,1
335,"ASUS Core i5 10th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ562TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","₹62,990","₹46,500",4.3,"1,700 Ratings & 155 Reviews",",Really Nice,Brilliant,Delightful,Wonderful,Terrific,Mind-blowing purchase,Delightful,Really Nice,Excellent,Good choice",26% off,946,494,131,39.0,90,9,0,2
336,"DELL Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)","₹53,744","₹37,990",4.0,11 Ratings & 2 Reviews,,29% off,4,5,1,0.0,1,0,0,0
337,"APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEP3HN/A  (13.3 Inch, Silver, 1.38 Kg)",0,"₹1,29,900",3.9,(16),,0% off,4,5,1,0.0,1,0,0,0
338,"ASUS Vivobook 15 Core i5 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515EA-BQ562TS Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹69,500","₹54,499",4.4,15 Ratings & 0 Reviews,,21% off,9,3,3,0.0,0,0,0,0
339,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,9,3,3,0.0,0,0,0,0
340,"APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYD82HN/A  (13.3 inch, Space Grey, 1.4 kg)","₹1,22,900","₹1,16,990",4.7,740 Ratings & 83 Reviews,",Just wow!,Brilliant,Fabulous!,Just wow!,Brilliant,Nice product,Best in the market!,Must buy!,Must buy!,Value-for-money",4% off,615,83,10,6.0,26,7,0,4
341,"Infinix INBook X1 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop  (14 inch, Starfall Grey, 1.48 kg)","₹59,999","₹39,990",4.1,"1,001 Ratings & 170 Reviews",",Perfect product!,Wonderful,Terrific,Super!,Best in the market!,Terrific purchase,Simply awesome,Terrific purchase,Simply awesome,Mind-blowing purchase",33% off,571,223,81,27.0,99,9,0,2
342,"ASUS Asus Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-BQ522WS Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)","₹69,990","₹50,690",3.9,0,,27% off,571,223,81,27.0,99,0,0,0
343,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
344,"acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop  (15.6 inch, Pure Silver, 1.9 kg)","₹52,999","₹40,190",4.0,35 Ratings & 4 Reviews,",Worth every penny,Simply awesome,Wonderful,Fabulous!",24% off,21,6,1,2.0,5,4,0,1
345,"MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-861IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","₹66,990","₹45,990",4.0,67 Ratings & 9 Reviews,",Wonderful,Value-for-money,Super!,Mind-blowing purchase,Pretty good,Delightful,Worthless,Highly recommended,Simply awesome",31% off,30,22,7,0.0,8,6,1,3
346,"ASUS Ryzen 5 Quad Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ512WS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)","₹57,990","₹41,590",1.7,3 Ratings & 0 Reviews,,28% off,0,0,1,0.0,2,0,0,0
347,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
348,"APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1H3HN/A  (16.2 inch, Silver, 2,2 kg)","₹3,29,900","₹3,09,990",5.0,5 Ratings & 1 Reviews,",Power house",6% off,5,0,0,0.0,0,0,0,2
349,"ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X413EA-EB322WS Thin and Light Laptop  (14 inch, Bespoke Black, 1.40 kg, With MS Office)","₹56,990","₹41,990",4.4,"2,553 Ratings & 378 Reviews",",BEST OPTION UNDER 45000.,Classy product,Just wow!,Excellent,Classy product,Super!,Really Nice,Simply awesome,Great product,Good choice",26% off,"1,603",687,131,37.0,95,10,0,1
350,"DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Dune, 1.59 kg, With MS Office)","₹59,850","₹42,250",3.5,(51),,29% off,"1,603",687,131,37.0,95,0,0,0
351,"ASUS Vivobook Gaming Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571LH-BQ429T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","₹81,990","₹53,990",4.5,114 Ratings & 15 Reviews,",Delightful,Perfect product!,Brilliant,Really Nice,Best in the market!,Really Nice,Fair,Really Nice,Awesome,Worth the money",34% off,67,37,8,2.0,0,10,0,1
352,"HP Pavilion Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE0208AU Thin and Light Laptop  (13.3 Inch, Pale Rose Gold, 0.97 Kg, With MS Office)","₹1,03,808","₹79,400",3.9,"(9,041)",,23% off,67,37,8,2.0,0,0,0,0
353,"HP Pavilion x360 Convertible Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","₹69,267","₹54,470",4.7,3 Ratings & 2 Reviews,,21% off,2,1,0,0.0,0,0,0,0
354,"HP Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5001TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)","₹69,083","₹58,990",3.9,(3),,14% off,2,1,0,0.0,0,0,0,0
355,"acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) PH315-55 Gaming Laptop  (15.6 Inch, Abyssal Black, 2.6 KG)","₹1,94,999","₹1,74,990",4.6,(19),,10% off,2,1,0,0.0,0,0,0,0
356,"DELL Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)","₹55,476","₹41,490",4.5,12 Ratings & 1 Reviews,",Value-for-money",25% off,7,4,1,0.0,0,0,0,2
357,"ASUS VivoBook 15 (2022) Core i3 10th Gen - (4 GB/512 GB SSD/Windows 11 Home) X515JA-EJ372WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹49,990","₹31,990",4.3,375 Ratings & 48 Reviews,",Wonderful,Best in the market!,Classy product,Perfect product!,Fabulous!,Really Nice,Worth every penny,Really Nice,Decent product,Perfect product!",36% off,223,92,36,8.0,16,9,0,2
358,"acer Aspire 5 Ryzen 5 Hexa Core AMD Ryzen 5-5500U hexa-core - (8 GB/512 GB SSD/Windows 10 Home) A515-45 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.76 kg, With MS Office)","₹65,000","₹53,390",4.3,55 Ratings & 6 Reviews,",Simply awesome,Simply awesome,Awesome,Fabulous!,Fabulous!,Mind-blowing purchase",17% off,30,18,4,1.0,2,5,0,2
359,"ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 4800HS - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GA401IHR-K2066TS Gaming Laptop  (14 inch, Eclipse Gray, 1.60 Kg)","₹1,23,990","₹74,990",4.5,277 Ratings & 29 Reviews,",Perfect product!,Classy product,Fabulous!,Classy product,Awesome,Terrific purchase,Awesome,Perfect product!,The best!,Excellent",39% off,196,56,14,2.0,9,10,0,1
360,"DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/165 Hz) G15-5511 SE Gaming Laptop  (15.6 inch, Obsidian Black, 2.65 kg, With MS Office)","₹1,31,719","₹1,04,990",4.6,(51),,20% off,196,56,14,2.0,9,0,0,0
361,"Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Thin and Light Laptop  (15.6 Inch, Black, 1.7 kg, With MS Office)","₹76,915","₹67,990",4.7,11 Ratings & 0 Reviews,,11% off,8,3,0,0.0,0,0,0,0
362,"Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Phantom Black, 2.3 kg)","₹99,290","₹59,990",4.6,351 Ratings & 36 Reviews,",Best in the market!,Wonderful,Brilliant,Mind-blowing purchase,Nice product,Very Good,Wonderful,Fabulous!,Super!,Just wow!",39% off,246,82,8,1.0,14,9,0,2
363,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,246,82,8,1.0,14,0,0,0
364,"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3400 Thin and Light Laptop  (14 Inch, Dune, 1.59 Kgs, With MS Office)","₹44,427","₹39,680",4.6,(51),,10% off,246,82,8,1.0,14,0,0,0
365,"HP 14s Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 14s-dy2500TU Thin and Light Laptop  (14 inch, Jet Black, 1.46 kg, With MS Office)","₹43,595","₹42,290",4.3,"1,567 Ratings & 196 Reviews",",Pretty good,Terrific,Not good,Delightful,Best in the market!,Awesome,Super!,Must buy!,Worth every penny,Highly recommended",2% off,857,455,131,40.0,84,8,1,2
366,"ASUS VivoBook 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515JA-BR381T Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 kg)","₹51,908","₹27,990",3.7,"4,421 Ratings & 519 Reviews",",Good,Bad quality,Really Nice,Excellent,Fair,Fair,Mind-blowing purchase,Best in the market!,Must buy!,Delightful",46% off,"2,001",896,528,227.0,769,7,1,3
367,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
368,"DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.58 kg, With MS Office)","₹87,168","₹58,790",4.0,227 Ratings & 19 Reviews,",Pretty good,Bad quality,Nice product,Super!,Really Nice,Simply awesome,Wonderful,Very poor,Just okay,Highly recommended",32% off,114,65,17,7.0,24,8,2,1
369,"Infinix X1 Slim Series Core i5 10th Gen - (16 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 Inch, Noble Red, 1.24 kg)","₹64,999","₹44,990",4.0,16 Ratings & 7 Reviews,",Does the job,Mind-blowing purchase",30% off,8,4,2,0.0,2,0,0,3
370,"ASUS Zenbook 13 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG512WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.14 Kg, With MS Office)","₹1,04,990","₹71,990",4.6,"(3,935)",,31% off,8,4,2,0.0,2,0,0,0
371,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
372,"ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515JA-BQ501W Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg)","₹57,990","₹37,990",3.1,45 Ratings & 10 Reviews,",Waste of money!,Hated it!,Moderate,Very Good,Not recommended at all,Not good,Waste of money!,Could be way better,Delightful,Horrible",34% off,14,8,5,5.0,13,3,6,2
373,"ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA706IC-HX003T Gaming Laptop  (17.3 inch, Graphite Black, 2.60 kg)","₹1,06,990","₹77,990",4.4,284 Ratings & 47 Reviews,",Super!,Just wow!,Terrific purchase,Worth the money,Classy product,Awesome,Super!,Simply awesome,Terrific",27% off,179,77,11,3.0,14,9,0,1
374,"Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop  (15 inch, Black, 2.47 kg, With MS Office)","₹51,544","₹38,990",4.3,119 Ratings & 12 Reviews,",Fabulous!,Simply awesome,Nice,Terrific purchase,Simply awesome,Not recommended at all,Best in the market!,Classy product,Terrific purchase,Worth the money",24% off,71,29,13,0.0,6,9,1,1
375,"Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05U2a Thin and Light Laptop  (14 inch, Graphite Grey, 1.39 kg, With MS Office)","₹88,090","₹57,499",4.1,97 Ratings & 12 Reviews,",Classy product,Worth every penny,Classy product,Does the job,Worthless,Not recommended at all,Not recommended at all,Just okay,Worth every penny,Terrific",34% off,58,20,6,1.0,12,6,3,2
376,"acer Swift 5 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF514-52T Thin and Light Laptop  (14 inch, Honey Gold, 0.97 kg, With MS Office)","₹82,799","₹81,998",4.0,14 Ratings & 3 Reviews,",Decent product,Nice product,Did not meet expectations",0% off,8,2,2,0.0,2,1,0,3
377,"MSI GF63 Thin Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Max Q/60 Hz) GF63 Thin 10SCXR-1618IN / GF63 Thin 10SC-612IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","₹72,990","₹50,490",4.1,"1,189 Ratings & 152 Reviews",",Must buy!,Great product,Nice product,Excellent performance for the price ,upgrade HDD and RAM,Fair,Wonderful,Simply awesome,Terrific,Highly recommended,Great product",30% off,656,271,99,30.0,133,9,0,3
378,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM702WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 kg, With MS Office)","₹1,16,990","₹94,990",4.2,12 Ratings & 3 Reviews,",Good quality product,Perfect product!",18% off,6,4,1,0.0,1,2,0,1
379,"realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop  (14 inch, Real Gray, 1.38 kg, With MS Office)","₹54,999","₹46,990",4.4,"7,712 Ratings & 1,222 Reviews",",Delightful,Decent product,Fabulous!,Just wow!,Pretty good,Brilliant,Awesome,Classy product,Really Nice,Good",14% off,"5,080","1,744",380,101.0,407,9,0,2
380,"acer Intel EVO Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-511 Thin and Light Laptop  (14 inch, Pure Silver, 1.2 kg, With MS Office)","₹89,999","₹60,990",4.5,29 Ratings & 4 Reviews,",Perfect product!,Awesome,Simply awesome",32% off,20,7,0,1.0,1,3,0,1
381,"DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Dune, 1.59 kg, With MS Office)","₹59,850","₹42,250",3.5,(51),,29% off,20,7,0,1.0,1,0,0,0
382,"ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050/144 Hz) G513IC-HN025W Gaming Laptop  (15.6 Inch, Eclipse Gray, 2.10 Kg)","₹1,07,990","₹83,990",4.6,780 Ratings & 111 Reviews,",Best Gaming Laptop at 75k!!!! BUT beware of EKART!,Classy product,Classy product,Brilliant,Really Nice,Best in the market!,Mind-blowing purchase,Terrific,Awesome,Best in the market!",22% off,587,143,18,7.0,25,9,0,2
